OPOR,lyield,lLFP,lfleetutil,lfueleff,lpOntime,lmisbagg,ltotaldelay,lcomplaint,lhetero,lavglandfee,lsparsity,lMKTshare,ltdomt_cost,lrevpaxenplaned,lempfte,year,quarter,carriercode,occasion
-0.25340393,-2.013108,-0.1693455,-1.0701118,4.0967255,-0.44873768,2.9030685,10.937508,5.872118,-0.48180482,6.2471318,-2.3541157,-1.8651098,20.953163,16.772432,12.298884,2008,2,6,18
-0.11469214,-2.0041542,-0.18882,-1.0773104,4.099781,-0.30634207,2.6411979,10.614524,5.7104268,-0.49692157,6.2510676,-2.3194666,-1.8728348,21.079945,16.747999,12.284042,2008,3,6,19
0.007819183,-2.0248327,-0.22770062,-1.1221601,4.0968657,-0.23217873,2.6318889,10.28909,5.2781148,-0.47806549,6.2261295,-2.2831707,-1.860508,20.745361,16.640785,12.257877,2008,4,6,20
-0.077002838,-2.0919712,-0.24377866,-1.0885347,4.0967398,-0.24862747,2.5945082,10.324892,5.3327188,-0.47905046,6.3164129,-2.2860456,-1.8630104,20.467859,16.586868,12.253982,2009,1,6,21
-0.053432718,-2.1607218,-0.1637207,-1.0957664,4.0856638,-0.30342808,2.6532419,10.49709,5.5412636,-0.47001356,6.3671379,-2.2688,-1.8917933,20.479155,16.677101,12.238647,2009,2,6,22
-0.078606434,-2.1503773,-0.15996806,-1.0917859,4.0700002,-0.24527803,2.5030739,10.318771,5.5412636,-0.46288931,6.3760571,-2.24472,-1.9101635,20.525146,16.681318,12.223981,2009,3,6,23
-0.11787295,-2.0941958,-0.20280086,-1.0981821,4.0959392,-0.23815101,2.4672518,10.264931,5.2781148,-0.44191214,6.3564334,-2.2502487,-1.8692099,20.542953,16.615271,12.206412,2009,4,6,24
-0.08199273,-2.0404596,-0.2381476,-1.085605,4.1111417,-0.26769814,2.5870118,10.37296,5.6629605,-0.43005908,6.408433,-2.2631044,-1.8664299,20.544489,16.574089,12.202757,2010,1,6,25
0.041783396,-2.0358214,-0.1546642,-1.0975145,4.1115246,-0.25041285,2.4300983,10.30655,5.9162021,-0.40704256,6.4132509,-2.2350397,-1.895753,20.583509,16.671043,12.193711,2010,2,6,26
0.051719926,-2.0515659,-0.16469909,-1.1068224,4.1258607,-0.22063927,2.4051416,10.202406,5.8230457,-0.39837545,6.383841,-2.2217004,-1.9251738,20.540051,16.664877,12.190203,2010,3,6,27
0.027545212,-2.0268431,-0.19529326,-1.1170653,4.1391568,-0.17414652,2.313525,9.9681978,5.484797,-0.37640494,6.2280579,-2.2247367,-1.9027436,20.585436,16.624151,12.18774,2010,4,6,28
-0.10503203,-1.9964278,-0.24432103,-1.1193635,4.1519012,-0.25554857,2.4923787,10.321177,5.5134287,-0.37254375,6.2750092,-2.2487488,-1.885552,20.654961,16.554317,12.195593,2011,1,6,29
0.028614098,-1.9863892,-0.15608433,-1.0734954,4.1334796,-0.3154932,2.4874034,10.520321,5.9584246,-0.38380051,6.1793699,-2.2396042,-1.9189099,20.802933,16.662075,12.20225,2011,2,6,30
-0.005022001,-1.9858359,-0.15547229,-1.0959858,4.1455789,-0.24183294,2.3282528,10.295023,5.9839363,-0.38104606,6.22647,-2.2084043,-1.9335003,20.861967,16.674236,12.201843,2011,3,6,31
-0.17569306,-1.9581207,-0.18157706,-1.1196817,4.1569695,-0.19210586,2.1174598,10.021937,5.4205351,-0.37834463,6.2994409,-2.2129931,-1.9179823,20.736845,16.609467,12.200879,2011,4,6,32
-0.045121927,-1.9034075,-0.22036469,-1.0878701,4.1586571,-0.18508811,2.1529243,10.010142,5.4467373,-0.36567244,6.2610149,-2.2155006,-1.8884414,20.833767,16.585913,12.189694,2012,1,6,33
0.009015087,-1.9113336,-0.14758259,-1.1086817,4.1517129,-0.21704666,2.084429,10.160028,5.768321,-0.3670831,6.2836499,-2.2156689,-1.9244076,20.862629,16.666504,12.179991,2012,2,6,34
-0.045286041,-1.946878,-0.15710562,-1.1065371,4.1487684,-0.35732514,2.1815467,10.582079,6.3595738,-0.38449377,6.2097297,-2.2028673,-1.9858925,20.831923,16.637621,12.16198,2012,3,6,35
-0.018237866,-1.9479911,-0.18912184,-1.1163697,4.1801958,-0.29920617,2.2617631,10.421507,6.0544395,-0.38225067,6.1886606,-2.2019792,-1.9524237,20.817049,16.600477,12.121228,2012,4,6,36
-0.013592185,-1.9008516,-0.19593045,-1.0641394,4.1450982,-0.22273028,2.221375,10.173705,6.0063534,-0.38372186,6.2806315,-2.2137926,-1.943765,20.832701,16.587799,12.088938,2013,1,6,37
0.067743763,-1.9171162,-0.14347972,-0.97485191,4.1295042,-0.31773022,1.9257075,10.513525,6.1268692,-0.38701227,6.2466507,-2.2294176,-1.9890783,20.796556,16.654156,12.084402,2013,2,6,38
0.068423636,-1.8996221,-0.15957239,-1.0677338,4.1759634,-0.23066857,2.1329823,10.249768,6.212606,-0.39223087,6.1696558,-2.2194121,-2.0023851,20.820522,16.647749,12.084311,2013,3,6,39
0.013527096,-1.8983737,-0.187666,-1.1000203,4.2271662,-0.24459876,2.1667652,10.278734,5.894403,-0.39366487,6.2872853,-2.239219,-1.9833016,20.78315,16.603426,12.090487,2013,4,6,40
0.093530923,-1.8440417,-0.18754598,-1.0796582,4.1929488,-0.26027691,2.4765384,10.896573,6.1180973,-0.38501528,6.2584767,-2.2159185,-1.8162268,20.763836,16.593428,12.09637,2014,1,6,41
0.11782373,-1.8252494,-0.13397236,-1.0555432,4.1611147,-0.24959584,2.387845,10.87801,6.0234475,-0.40238538,6.2551918,-2.2067838,-1.6456982,20.783388,16.680416,12.097858,2014,2,6,42
0.10712484,-1.8581285,-0.14554083,-1.074465,4.2436042,-0.24920279,2.3951643,10.880158,6.2045579,-0.40292728,6.2131538,-2.1845751,-1.9020449,20.770098,16.678705,12.097334,2014,3,6,43
0.08066877,-1.9013586,-0.19490118,-1.0903195,4.188128,-0.23880382,2.4336133,10.822634,6.059123,-0.41513374,6.2253008,-2.222338,-1.8831698,20.563627,16.623474,12.110602,2014,4,6,44
0.13475254,-1.8652152,-0.19260934,-1.1299367,4.1995373,-0.27512771,2.6383429,10.91223,6.6385679,-0.41461578,6.0046191,-2.2549665,-1.9094963,20.180233,16.578724,12.1254,2015,1,6,45
0.19713379,-1.9207206,-0.14976704,-1.0645645,4.1969962,-0.23008212,2.4714837,10.782637,6.6515718,-0.43197164,6.1132245,-2.2827418,-2.0366385,20.305386,16.68602,12.152651,2015,2,6,46
0.20471321,-1.9552069,-0.12659024,-1.0540873,4.2181907,-0.19895029,2.3570733,10.652921,7.2122946,-0.23733044,6.0084972,-2.8307283,-1.5255061,20.657389,17.263422,12.578481,2015,3,6,47
0.13525413,-1.9046353,-0.15061615,-1.0972029,4.2143898,-0.18801922,2.4353662,10.572163,6.9902563,-0.2463697,6.0346789,-2.8405743,-1.5412066,20.473515,17.210644,12.58286,2015,4,6,48
0.11118133,-1.9162388,-0.18435133,-1.0604683,4.2246428,-0.20945303,2.4069452,10.66275,7.0483866,-0.24780566,5.9147005,-2.8426778,-1.5249223,20.18532,17.156359,12.586688,2016,1,6,49
0.15347373,-1.9331565,-0.14678361,-1.0287514,4.225481,-0.23867513,2.2823825,10.80995,6.694562,-0.26258835,5.9786863,-2.8694174,-1.5534666,20.404369,17.243319,12.594907,2016,2,6,50
0.15652844,-1.9446081,-0.15368348,-1.0468088,4.2211871,-0.28923205,2.3905959,10.983053,6.914731,-0.27304965,6.0332131,-2.8681362,-1.5731525,20.460596,17.229538,12.600693,2016,3,6,51
0.11825235,-1.8995836,-0.1733342,-1.1016258,4.2338686,-0.18572056,2.1587148,10.530014,6.4520488,-0.29021665,6.0104089,-2.8503876,-1.5960242,20.45314,17.165167,12.605268,2016,4,6,52
0.096714102,-1.8768425,-0.19267461,-1.0925988,4.238615,-0.20574634,2.1575594,10.611671,6.3153582,-0.2878845,6.0769525,-2.8544044,-1.5790991,20.502176,17.133717,12.610304,2017,1,6,53
0.17909065,-1.8621433,-0.15021904,-1.0499164,4.2373214,-0.25725138,2.1482677,10.854025,6.767343,-0.30329046,6.0348549,-2.858706,-1.6113663,20.51692,17.225586,12.61557,2017,2,6,54
0.12572172,-1.9314158,-0.15969595,-1.0716445,4.2427492,-0.25223428,2.1505988,10.848152,6.8090391,-0.31330609,6.0759335,-2.8430278,-1.6184024,20.570585,17.216015,12.618818,2017,3,6,55
0.10255642,-1.8670712,-0.14733295,-1.1173812,4.2425647,-0.15982236,2.1004689,10.384926,6.2363696,-0.32323515,6.0985723,-2.8285911,-1.6085505,20.642815,17.204397,12.618265,2017,4,6,56
0.047766227,-1.8826091,-0.17353447,-1.0910149,4.2445235,-0.1997361,2.3627391,10.593305,6.0038872,-0.32051769,6.0955672,-2.8494616,-1.6608398,20.735037,17.163778,12.621957,2018,1,6,57
0.10373193,-1.8972338,-0.13990237,-1.0445534,4.2421608,-0.2399074,2.3823202,10.803832,6.2265368,-0.32323959,6.104775,-2.8558729,-1.7079492,20.870474,17.254267,12.635343,2018,2,6,58
0.050265718,-1.9437758,-0.1618011,-1.0518771,4.2252736,-0.30764979,2.510412,11.044073,6.4630294,-0.31996053,6.0903549,-2.8550467,-1.7143025,20.943741,17.241739,12.635014,2018,3,6,59
0.071201913,-1.8553083,-0.16952351,-1.0150751,4.2246695,-0.22591467,2.4212565,10.745894,6.1944056,-0.31327429,6.0840497,-2.8601904,-1.7117215,20.872173,17.222759,12.627854,2018,4,6,60
0.037840839,-1.8784261,-0.16368207,-1.000219,4.2204103,-0.24754193,3.1484532,10.820158,6.2304816,-0.29669762,6.0692801,-2.8608153,-1.6712722,20.760647,17.213779,12.619308,2019,1,6,61
0.10810877,-1.883436,-0.10796899,-0.97766948,4.2024989,-0.3430568,3.4018638,11.145724,6.6720328,-0.31746578,6.1167355,-2.8477032,-1.7286935,20.853247,17.293806,12.628762,2019,2,6,62
0.07297688,-1.921412,-0.13227755,-0.98591554,4.2150493,-0.26181436,3.2335675,10.929134,6.7286286,-0.32605124,6.0876284,-2.8211229,-1.7252928,20.831715,17.300772,12.62431,2019,3,6,63
0.079315178,-1.8686435,-0.15661824,-0.98641068,4.2272773,-0.19704886,3.1054831,10.658811,7.9427176,-0.3267031,6.1250038,-2.8330743,-1.711623,20.808666,17.28722,12.625148,2019,4,6,64
-0.14822768,-2.4836099,-0.40752131,-0.85823566,4.3674769,-0.27366,2.5641799,8.4555302,3.2958369,-0.49713761,5.9065185,-1.8205248,-3.6842291,17.861118,14.677253,9.9497509,2004,1,7,1
-0.090570666,-2.4988523,-0.28711194,-0.91095144,4.3613439,-0.1992262,2.3115449,8.1565104,1.7917595,-0.49639669,5.8783369,-1.8170766,-3.7033246,17.937532,14.775217,9.9345503,2004,2,7,2
-0.12475491,-2.5664122,-0.25075239,-0.85443336,4.368021,-0.21618304,2.4212565,8.211483,3.0910425,-0.52641892,5.8393798,-1.8149893,-3.713903,18.033171,14.782819,9.8953543,2004,3,7,3
-1.8860147,-2.5736046,-0.37766171,-0.90177745,4.3845506,-0.2127119,2.447551,8.1268139,3.0910425,-0.55299205,5.6809325,-1.8786079,-3.8340418,18.092737,14.605968,9.8111534,2004,4,7,4
-1.8500906,-2.4753349,-0.48401466,-0.93259472,4.3624191,-0.25477111,2.5447466,8.0242071,2.7080503,-0.480602,6.167397,-1.9917635,-4.2098217,17.80349,14.192966,9.7025337,2005,1,7,5
0.52320409,-2.3896897,-0.31813422,-0.90877593,4.327621,-0.23164251,2.6019487,7.4999766,2.5649493,-0.61572647,5.8988619,-1.8433354,-4.5568428,17.723043,13.871532,9.3504505,2005,4,7,8
-0.085681193,-2.3627231,-0.23639546,-0.82153565,4.3373609,-0.35899714,2.9354513,7.2786288,1.7917595,-0.62914634,6.0520191,-2.0565989,-4.861887,17.456257,13.381288,8.9435062,2006,3,7,11
0.076738663,-1.563777,-0.46466428,-1.1266545,3.7334828,-0.21112014,3.8682802,9.433404,1.7917595,-0.80649871,4.2503467,-2.0273015,-4.751575,17.428967,14.618862,9.7094173,2004,1,8,1
0.066996172,-1.7103919,-0.34081122,-0.015153683,3.7514215,-0.25768507,3.6141558,9.6419277,1.6094379,-0.77053285,4.2010422,-2.0325749,-4.7201567,17.542681,14.768491,9.7433186,2004,2,8,2
0.090075187,-1.6512934,-0.34697905,-1.1090637,3.7239718,-0.25307342,3.5975862,9.6878157,1.6094379,-0.71846998,4.2377772,-2.0161507,-4.6990118,17.754915,14.804811,9.762557,2004,3,8,3
0.09390346,-1.582116,-0.33667576,-1.1052982,3.7204161,-0.35721886,3.9689703,9.9995251,2.1972246,-0.68800074,4.2097154,-2.0088637,-4.5878954,17.958429,14.862122,9.7581148,2004,4,8,4
-0.001980672,-1.6398851,-0.35166872,-1.1114192,3.7326021,-0.382386,4.1829658,10.05771,2.8903718,-0.73153776,4.074306,-1.9777693,-4.5652895,17.969992,14.816052,9.7172184,2005,1,8,5
0.10148582,-1.6449852,-0.30148169,-1.1072956,3.7501571,-0.28760076,3.8473778,9.8762703,2.1972246,-0.76248729,4.0754366,-1.9101458,-4.5345001,18.15867,14.949271,9.7085066,2005,2,8,6
0.096324749,-1.6255814,-0.29755974,-0.70891505,3.7080557,-0.40308502,4.0060596,10.177742,2.3978953,-0.77000362,4.1608996,-1.9832826,-4.5371771,18.343512,14.941197,9.7163744,2005,3,8,7
0.13068396,-1.5475223,-0.29117048,-1.2717016,4.1818423,-0.30874354,3.7572389,9.8864937,2.6390574,-0.79593617,4.1037593,-1.8223418,-4.4559674,17.86899,14.910844,9.7223854,2005,4,8,8
0.13562414,-1.5750431,-0.24313518,-1.2848631,3.7488267,-0.31316242,3.9337845,9.8030043,3.0445225,-0.80436152,4.1454444,-1.6647271,-4.3950706,18.366632,14.884745,9.6817808,2006,1,8,9
0.13224776,-1.5905563,-0.22188117,-1.2605401,3.741065,-0.34501216,3.8368683,9.9133883,2.8332133,-0.79129016,4.2414579,-1.6050442,-4.4549074,18.435352,14.941121,9.6993494,2006,2,8,10
0.12076879,-1.6234107,-0.27809581,-1.2000715,3.7416267,-0.56202382,4.1366057,10.318903,3.4011974,-0.83056164,3.7873337,-1.6229994,-4.4849467,18.517845,14.890993,9.7267504,2006,3,8,11
0.13116163,-1.4789609,-0.2906245,-1.2458075,3.7025888,-0.4571529,3.8920243,10.097532,2.5649493,-0.87818199,4.2173576,-1.6095413,-4.5140734,18.418421,14.808363,9.744668,2006,4,8,12
0.12839492,-1.5326316,-0.29199713,-1.5429286,3.7226851,-0.41337711,3.4391353,9.9917727,2.9444389,-0.84257531,4.1791582,-1.6486281,-4.5270734,18.262558,14.776028,9.7656612,2007,1,8,13
0.11599798,-1.5910497,-0.23487726,-1.5137281,3.7241118,-0.38343602,3.4015307,9.9928255,3.1354942,-0.81321555,3.8632188,-1.6136297,-4.525135,18.533583,14.936285,9.649498,2007,2,8,14
0.1134316,-1.5407245,-0.24313572,-1.5135157,3.6687582,-0.5557788,3.6805952,10.332767,4.1896548,-0.804573,4.0011621,-1.4927114,-4.5469432,18.631077,14.935552,9.4743185,2007,3,8,15
0.10520928,-1.5016448,-0.27360228,-1.2627617,3.6990752,-0.38529828,3.5103507,10.046721,3.6635616,-0.80405551,3.9736042,-1.4871608,-4.5146289,18.717276,14.92309,9.4688511,2007,4,8,16
0.08142738,-1.4511755,-0.25372717,-1.3040628,3.7069631,-0.36520955,3.6643305,9.9607658,3.5263605,-0.81652361,4.0662117,-1.4496932,-4.5296922,18.733044,14.881942,9.4977722,2008,1,8,17
0.078694001,-1.380407,-0.20037723,-1.2815703,3.7355549,-0.23159117,3.09603,9.5977097,2.7080503,-0.75066245,4.070755,-1.5415126,-4.5152063,18.981623,15.004117,9.5157642,2008,2,8,18
0.060270742,-1.3755872,-0.21103926,-1.3021994,3.7303605,-0.2788665,3.2039652,9.7755976,3.5263605,-0.76131302,4.1561594,-1.6519132,-4.5371199,18.975405,14.974428,9.4996462,2008,3,8,19
0.076132834,-1.5139343,-0.23743775,-1.3776878,3.7259436,-0.32401019,3.488292,9.8391619,2.3978953,-0.85985965,4.0499759,-1.5320691,-4.5159345,18.35742,14.886232,9.47616,2008,4,8,20
0.04013234,-1.6676116,-0.25608447,-1.3661063,3.7098699,-0.37284538,3.3948438,9.9916353,2.8332133,-0.92341751,3.9855523,-1.492378,-4.4927945,17.994989,14.875511,9.4484119,2009,1,8,21
0.076645836,-1.7887683,-0.2035864,-1.2754579,4.107686,-0.33960131,3.0851159,10.015834,3.2580965,-0.7671122,3.6957555,-1.4916513,-4.4504957,17.777832,15.063107,9.3746681,2009,2,8,22
0.10696216,-2.0803068,-0.20248902,-1.246269,7.6088433,-0.35915896,3.063391,10.090672,3.2188759,-0.70586258,3.0448012,-1.4343226,-4.4544525,14.761962,15.105524,9.3006382,2009,3,8,23
0.080486149,-2.0016463,-0.25370926,-1.3706709,10.689779,-0.28504437,3.1166215,9.778718,2.3978953,-0.66073883,2.4119239,-1.4713253,-4.5312891,12.187568,14.959867,9.2878571,2009,4,8,24
0.081281401,-1.979707,-0.24681766,-1.3813226,8.1193314,-0.27118456,3.318902,9.7773008,2.4849067,-0.66784185,2.2068975,-1.4642335,-4.4901886,14.077138,14.95686,9.2693634,2010,1,8,25
0.080414437,-2.1135762,-0.18933603,-1.3406048,7.0244608,-0.19471028,2.6953027,9.532279,2.8903718,-0.71866739,2.6962311,-1.7217991,-4.5471172,15.185375,15.068686,9.2898903,2010,2,8,26
0.05392202,-2.1090209,-0.22412272,-1.2580345,6.9363351,-0.21564537,2.8786366,9.7065601,3.0910425,-0.71131516,2.7248611,-1.9118762,-4.5108657,15.411855,15.119415,9.2926579,2010,3,8,27
0.053214133,-1.9822842,-0.23879939,-1.2789054,6.8239036,-0.25322753,3.0782335,9.8297329,2.7725887,-0.69521737,2.8324854,-2.0368521,-4.4492383,15.553164,15.086596,9.3197327,2010,4,8,28
-0.05219559,-2.0530636,-0.28344902,-1.3297476,7.0140843,-0.30941662,3.022861,9.9782705,3.0445225,-0.70531523,2.5390031,-2.0460057,-4.4784832,15.527764,14.984735,9.3177586,2011,1,8,29
-0.029617967,-2.1659753,-0.19622356,-1.2714585,6.9226236,-0.36650196,2.842581,10.162539,3.7376697,-0.70047551,2.6676114,-2.188364,-4.4439697,15.771304,15.136128,9.3314066,2011,2,8,30
-0.011501891,-2.1923568,-0.20658392,-1.2595931,7.0584917,-0.28334698,2.7466297,9.9501324,3.8066626,-0.6873191,2.5966613,-2.2452765,-4.4341373,15.626168,15.139106,9.3515797,2011,3,8,31
-0.065906614,-2.1519105,-0.21603982,-1.4259861,7.0356069,-0.18432446,2.5900171,9.4757004,1.7917595,-0.70324332,2.6233115,-2.226017,-4.4462404,15.53643,15.056373,9.3553925,2011,4,8,32
0.06848412,-1.6245422,-0.46064916,-1.0243125,3.6655967,-0.24681462,3.5487549,9.9041872,3.3672957,-0.70383734,4.5935278,-2.2161648,-4.3963356,17.878756,14.863973,9.7615204,2004,1,9,1
0.078557417,-1.7360744,-0.34598145,-1.0291606,3.6967402,-0.22876912,3.3116374,9.8411865,3.1354942,-0.68751305,4.5958738,-2.2192974,-4.3787928,17.947355,15.010667,9.7691555,2004,2,9,2
0.080875851,-1.6557314,-0.36159986,-1.0450311,3.6978557,-0.24660991,3.3403852,9.9114065,3.1780539,-0.69445789,4.7054296,-2.3166175,-4.4038267,18.130877,15.005209,9.778944,2004,3,9,3
-0.00195777,-1.6245645,-0.39590779,-1.0936741,3.6802144,-0.3087638,3.6868775,10.163888,3.9889841,-0.65900648,4.6771584,-2.1386762,-4.4256215,18.216101,14.976718,9.8030596,2004,4,9,4
0.015778458,-1.5187924,-0.44289848,-1.0761474,3.6567051,-0.290966,3.7283406,10.102789,5.0304379,-0.64167935,4.4860497,-2.0035982,-4.4711766,18.228884,14.939615,9.8342981,2005,1,9,5
0.043606944,-1.5853297,-0.36138707,-1.0617552,3.705184,-0.16220108,3.3382576,9.5755386,1.9459101,-0.62880522,4.6438475,-2.0069726,-4.4717736,18.337191,15.039813,9.8688965,2005,2,9,6
0.025877884,-1.5275751,-0.36700371,-1.0617552,3.6810887,-0.20977244,3.4352767,9.8433657,2.7725887,-0.60932916,4.6288204,-2.0412512,-4.4766016,18.507687,15.063883,9.9228487,2005,3,9,7
-0.009371136,-1.5069461,-0.3709071,-1.1539568,3.6840415,-0.22962125,3.3789518,9.8113174,2.3978953,-0.5915851,4.6586404,-2.0480628,-4.4638948,18.556929,14.959379,9.8741102,2005,4,9,8
0.015186487,-1.4381943,-0.35317236,-1.2769223,3.7256455,-0.2102998,3.3217933,9.4610214,1.7917595,-0.63370311,4.7625799,-2.0490279,-4.6333823,18.134001,14.707681,9.8187466,2006,1,9,9
0.020736916,-1.523784,-0.26478297,-1.2392483,3.7411337,-0.2449055,3.3013771,9.628129,1.7917595,-0.6481719,4.7589107,-2.12134,-4.5944042,18.324814,14.832453,9.8329582,2006,2,9,10
0.068158887,-1.4791517,-0.28152579,-1.1981251,3.7233617,-0.36803359,3.8006444,10.035656,3.1354942,-0.63396478,4.8128252,-2.2612329,-4.5487123,18.431261,14.86382,9.8063707,2006,3,9,11
0.045972545,-1.4846233,-0.29583719,-1.2300019,3.7091696,-0.40520126,3.782825,10.003061,3.1780539,-0.65808785,4.8762722,-2.2530036,-4.6308827,18.115828,14.746809,9.8139458,2006,4,9,12
0.024804177,-1.3337148,-0.37713662,-1.3581444,3.706392,-0.46268192,3.8039923,10.01628,3.2188759,-0.61211789,4.9373531,-2.2781157,-4.7802405,18.047329,14.566756,9.8222771,2007,1,9,13
0.070206612,-1.4436673,-0.23607856,-1.3524274,3.7133458,-0.36538061,3.4986265,9.7899265,3.4657359,-0.67064613,4.8915744,-2.2940907,-4.7732439,18.17202,14.703558,9.8286028,2007,2,9,14
0.055716161,-1.4156302,-0.23882845,-1.1943798,3.7093277,-0.36237705,3.4864571,9.8104944,4.1271343,-0.70303774,4.8233037,-2.2694895,-4.7714448,18.245131,14.723573,9.8218431,2007,3,9,15
0.081762299,-1.3062472,-0.29720768,-1.194257,3.7240124,-0.35902557,3.3061538,9.7177601,2.4849067,-0.57736111,4.8859096,-2.2476301,-4.7656593,18.375154,14.644566,9.8401213,2007,4,9,16
0.077478103,-1.1561795,-0.34746009,-1.3622519,3.7304995,-0.40457436,3.3163655,9.8042746,3.2580965,-0.50266808,5.0271182,-2.2687137,-4.8188143,18.481085,14.536413,9.8086271,2008,1,9,17
0.097007014,-1.2234914,-0.2475349,-1.2108531,3.7374532,-0.32344499,3.0731561,9.5713663,3.2188759,-0.46447685,4.8910356,-2.3479424,-4.813201,18.68899,14.620693,9.788413,2008,2,9,18
0.089491852,-1.209105,-0.26394498,-1.2769073,3.7101417,-0.37181515,3.3364811,9.6757078,3.6635616,-0.44734454,5.0760679,-2.4461777,-4.874301,18.641172,14.580079,9.7817154,2008,3,9,19
0.070726804,-1.2617846,-0.32542455,-1.2594908,3.732132,-0.32403427,3.1000924,9.3117228,2.0794415,-0.42779964,5.1398849,-2.4629977,-4.9800763,17.943722,14.32223,9.6995955,2008,4,9,20
0.079350017,-1.1903367,-0.42234761,-1.2941314,3.7399356,-0.36893952,2.955431,9.3688812,1.7917595,-0.46408066,5.3824039,-2.4383719,-5.0724082,17.443232,14.170154,9.6511726,2009,1,9,21
0.16155869,-1.3771378,-0.30221635,-1.2992041,3.7418504,-0.43588823,2.8081973,9.6113291,2.7725887,-0.43155545,5.1538634,-2.6259339,-5.0024786,17.636957,14.388378,9.6487246,2009,2,9,22
-0.15959838,-2.0672667,-0.33239183,-1.1182067,4.1539097,-0.22470102,2.2202899,9.6201296,4.356709,-0.16893227,6.2610598,-2.1017764,-2.5684462,19.075249,15.822933,11.543251,2004,1,10,1
-0.091840893,-2.1201,-0.24069618,-1.0843828,4.1495395,-0.29717088,2.3646204,9.877759,4.4188404,-0.17069055,6.2489223,-2.1118023,-2.5804627,19.194813,15.932468,11.556339,2004,2,10,2
-0.13520911,-2.1828144,-0.2070072,-1.0983428,4.1634002,-0.20957232,2.313525,9.5490961,4.6347289,-0.17836055,6.4424658,-2.0976245,-2.580878,19.226316,15.920087,11.555439,2004,3,10,3
-0.17581624,-2.1573651,-0.24925996,-1.1409888,4.1633549,-0.21894446,2.5400259,9.5913763,4.2626801,-0.18727978,6.3172498,-2.093755,-2.5688684,19.349918,15.905265,11.518977,2004,4,10,4
-0.1919411,-2.1356146,-0.23929946,-1.0881976,4.1726809,-0.27715406,2.5160823,9.7588663,4.6821313,-0.19789729,6.3520212,-2.084991,-2.5776026,19.370205,15.872486,11.472239,2005,1,10,5
-0.051679805,-2.1081014,-0.19806956,-1.041276,4.1861439,-0.21004833,2.3340838,9.5570459,4.5643482,-0.19905582,6.3605967,-2.0817587,-2.5979674,19.547329,15.961081,11.490312,2005,2,10,6
-0.087881356,-2.1552758,-0.18183497,-1.0273517,4.186471,-0.2917369,2.6188545,9.8460703,4.5325994,-0.19926554,6.3262224,-2.076885,-2.5925088,19.689747,15.950197,11.490874,2005,3,10,7
-0.12552103,-2.1259267,-0.21782896,-1.0535105,4.1929235,-0.27392304,2.5455313,9.8081322,4.5217886,-0.2109279,6.3220167,-2.0821729,-2.5289371,19.784147,15.965002,11.494232,2005,4,10,8
-0.074377231,-2.0792623,-0.20978229,-1.0342878,4.2073088,-0.31057584,2.520113,9.9042377,4.6347289,-0.21018893,6.3767066,-2.0799868,-2.4803627,19.660019,15.964903,11.510673,2006,1,10,9
-0.010544248,-2.0374811,-0.15602817,-0.98296636,4.2082968,-0.33510014,2.5463152,10.007397,4.6634393,-0.21235915,6.4565644,-2.0903876,-2.483408,19.827185,16.057188,11.539927,2006,2,10,10
-0.05976953,-2.1013355,-0.16489033,-0.99822527,4.2118444,-0.28587651,2.7166796,9.8657856,4.7361984,-0.21564144,6.3901577,-2.0710452,-2.471014,19.886158,16.020409,11.541814,2006,3,10,11
-0.1022694,-2.1216488,-0.18570617,-1.034403,4.2040243,-0.30498043,2.783776,9.9413614,4.4886365,-0.2184826,6.2207708,-2.0687344,-2.450686,19.767179,16.025946,11.549093,2006,4,10,12
-0.10717973,-2.0852926,-0.20948386,-0.98832524,4.2114053,-0.31522903,2.846652,9.9642067,4.5538769,-0.21184178,6.3172202,-2.0703249,-2.4579754,19.690947,15.994762,11.560419,2007,1,10,13
-0.040938668,-2.0631843,-0.15194982,-0.96892864,4.2166076,-0.3255491,2.8343892,10.040899,4.9052749,-0.22283022,6.2893982,-2.0900593,-2.4474287,19.860458,16.106709,11.585608,2007,2,10,14
-0.068319902,-2.0862494,-0.15161523,-0.99709672,4.2223306,-0.25808585,2.7868614,9.8230362,5.2311087,-0.22780743,6.3897457,-2.0801845,-2.4545701,19.922863,16.075287,11.583254,2007,3,10,15
-0.10111151,-2.0547307,-0.19429591,-0.98919135,4.2138791,-0.28863078,2.5634096,9.9169464,4.7449322,-0.22226021,6.2738733,-2.075469,-2.4789689,20.019247,16.036674,11.590284,2007,4,10,16
-0.1508303,-2.0468564,-0.19644965,-0.91909516,4.2183256,-0.34235245,2.698673,10.009647,4.9628448,-0.21533971,6.3214431,-2.0753877,-2.5028105,20.078926,15.994198,11.59914,2008,1,10,17
-0.13054584,-2.0325916,-0.16497236,-1.0476542,4.2457285,-0.31372252,2.4807312,9.9600573,4.8675346,-0.24219576,6.3526411,-2.0848804,-2.4945183,20.319483,16.058088,11.609172,2008,2,10,18
-0.19077668,-2.0295033,-0.17477919,-1.0061306,4.2716308,-0.26167065,2.3570733,9.7711554,5.0304379,-0.24704793,6.4431887,-2.0795896,-2.4938295,20.379585,15.993484,11.578779,2008,3,10,19
